date,event_name,venue,gender,match_type,winner,won_by_runs,won_by_wickets,player_of_match,toss_winner,toss_decision,batting_first_team,batting_first_runs,batting_first_wickets,batting_first_overs,batting_second_team,batting_second_runs,batting_second_wickets,batting_second_overs,target_runs,target_overs,file_name
2/16/2015,ICC Cricket World Cup,Saxton Oval,male,ODI,Ireland,,4,PR Stirling,Ireland,field,West Indies,304,7,50,Ireland,307,6,45.5,305,50,656407.json
2/17/2015,ICC Cricket World Cup,University Oval,male,ODI,New Zealand,,3,TA Boult,New Zealand,field,Scotland,142,10,36.2,New Zealand,146,7,24.5,143,50,656409.json
2/19/2015,ICC Cricket World Cup,Saxton Oval,male,ODI,Zimbabwe,,4,SC Williams,Zimbabwe,field,United Arab Emirates,285,7,50,Zimbabwe,286,6,48,286,50,656413.json
2/20/2015,ICC Cricket World Cup,Westpac Stadium,male,ODI,New Zealand,,8,TG Southee,England,bat,England,123,10,33.2,New Zealand,125,2,12.2,124,50,656415.json
2/21/2015,ICC Cricket World Cup,Hagley Oval,male,ODI,West Indies,150,,AD Russell,Pakistan,field,West Indies,310,7,50,Pakistan,160,10,39,311,50,656417.json
2/22/2015,ICC Cricket World Cup,Melbourne Cricket Ground,male,ODI,India,130,,S Dhawan,India,bat,India,307,7,50,South Africa,177,10,40.2,308,50,656423.json
2/23/2015,ICC Cricket World Cup,Hagley Oval,male,ODI,England,119,,MM Ali,Scotland,field,England,303,8,50,Scotland,184,10,42.2,304,50,656425.json
2/24/2015,ICC Cricket World Cup,Manuka Oval,male,ODI,West Indies,73,,CH Gayle,West Indies,bat,West Indies,372,2,50,Zimbabwe,289,10,44.3,363,48,656427.json
2/25/2015,ICC Cricket World Cup,Brisbane Cricket Ground,male,ODI,Ireland,,2,GC Wilson,Ireland,field,United Arab Emirates,278,9,50,Ireland,279,8,49.2,279,50,656429.json
2/26/2015,ICC Cricket World Cup,Melbourne Cricket Ground,male,ODI,Sri Lanka,92,,TM Dilshan,Sri Lanka,bat,Sri Lanka,332,1,50,Bangladesh,240,10,47,333,50,656433.json
2/27/2015,ICC Cricket World Cup,Sydney Cricket Ground,male,ODI,South Africa,257,,AB de Villiers,South Africa,bat,South Africa,408,5,50,West Indies,151,10,33.1,409,50,656435.json
2/28/2015,ICC Cricket World Cup,Eden Park,male,ODI,New Zealand,,1,TA Boult,Australia,bat,Australia,151,10,32.2,New Zealand,152,9,23.1,152,50,656437.json
2/28/2015,ICC Cricket World Cup,Western Australia Cricket Association Ground,male,ODI,India,,9,R Ashwin,United Arab Emirates,bat,United Arab Emirates,102,10,31.3,India,104,1,18.5,103,50,656439.json
3/1/2015,ICC Cricket World Cup,Westpac Stadium,male,ODI,Sri Lanka,,9,KC Sangakkara,England,bat,England,309,6,50,Sri Lanka,312,1,47.2,310,50,656441.json
3/1/2015,ICC Cricket World Cup,Brisbane Cricket Ground,male,ODI,Pakistan,20,,Wahab Riaz,Pakistan,bat,Pakistan,235,7,50,Zimbabwe,215,10,49.4,236,50,656443.json
3/3/2015,ICC Cricket World Cup,Manuka Oval,male,ODI,South Africa,201,,HM Amla,South Africa,bat,South Africa,411,4,50,Ireland,210,10,45,412,50,656445.json
3/4/2015,ICC Cricket World Cup,McLean Park,male,ODI,Pakistan,129,,Ahmed Shehzad,United Arab Emirates,field,Pakistan,339,6,50,United Arab Emirates,210,8,50,340,50,656447.json
3/5/2015,ICC Cricket World Cup,Saxton Oval,male,ODI,Bangladesh,,6,KJ Coetzer,Bangladesh,field,Scotland,318,8,50,Bangladesh,322,4,48.1,319,50,656451.json
3/6/2015,ICC Cricket World Cup,Western Australia Cricket Association Ground,male,ODI,India,,4,Mohammed Shami,West Indies,bat,West Indies,182,10,44.2,India,185,6,39.1,183,50,656453.json
3/7/2015,ICC Cricket World Cup,Eden Park,male,ODI,Pakistan,29,,Sarfraz Ahmed,South Africa,field,Pakistan,222,10,46.4,South Africa,202,10,33.3,232,47,656455.json
3/7/2015,ICC Cricket World Cup,Bellerive Oval,male,ODI,Ireland,5,,EC Joyce,Zimbabwe,field,Ireland,331,8,50,Zimbabwe,326,10,49.3,332,50,656457.json
3/8/2015,ICC Cricket World Cup,Sydney Cricket Ground,male,ODI,Australia,64,,GJ Maxwell,Australia,bat,Australia,376,9,50,Sri Lanka,312,10,46.2,377,50,656461.json
3/9/2015,ICC Cricket World Cup,Adelaide Oval,male,ODI,Bangladesh,15,,Mahmudullah,England,field,Bangladesh,275,7,50,England,260,10,48.3,276,50,656463.json
3/10/2015,ICC Cricket World Cup,Seddon Park,male,ODI,India,,8,S Dhawan,Ireland,bat,Ireland,259,10,49,India,260,2,36.5,260,50,656465.json
3/11/2015,ICC Cricket World Cup,Bellerive Oval,male,ODI,Sri Lanka,148,,KC Sangakkara,Sri Lanka,bat,Sri Lanka,363,9,50,Scotland,215,10,43.1,364,50,656467.json
3/12/2015,ICC Cricket World Cup,Westpac Stadium,male,ODI,South Africa,146,,AB de Villiers,United Arab Emirates,field,South Africa,341,6,50,United Arab Emirates,195,9,47.3,342,50,656469.json
3/13/2015,ICC Cricket World Cup,Seddon Park,male,ODI,New Zealand,,3,MJ Guptill,New Zealand,field,Bangladesh,288,7,50,New Zealand,290,7,48.5,289,50,656471.json
3/14/2015,ICC Cricket World Cup,Eden Park,male,ODI,India,,6,SK Raina,India,field,Zimbabwe,287,10,48.5,India,288,4,48.4,288,50,656475.json
3/14/2015,ICC Cricket World Cup,Bellerive Oval,male,ODI,Australia,,7,MA Starc,Australia,field,Scotland,130,10,25.4,Australia,133,3,15.2,131,50,656477.json
3/15/2015,ICC Cricket World Cup,McLean Park,male,ODI,West Indies,,6,JO Holder,West Indies,field,United Arab Emirates,175,10,47.4,West Indies,176,4,30.3,176,50,656479.json
3/15/2015,ICC Cricket World Cup,Adelaide Oval,male,ODI,Pakistan,,7,Sarfraz Ahmed,Ireland,bat,Ireland,237,10,50,Pakistan,241,3,46.1,238,50,656481.json
3/17/2015,ICC Women's Championship,Sharjah Cricket Stadium,female,ODI,South Africa,,5,L Lee,Pakistan,bat,Pakistan,153,9,50,South Africa,156,5,46.4,154,50,828245.json
3/18/2015,ICC Cricket World Cup,Sydney Cricket Ground,male,ODI,South Africa,,9,Imran Tahir,Sri Lanka,bat,Sri Lanka,133,10,37.2,South Africa,134,1,18,134,50,656483.json
3/19/2015,ICC Cricket World Cup,Melbourne Cricket Ground,male,ODI,India,109,,RG Sharma,India,bat,India,302,6,50,Bangladesh,193,10,45,303,50,656485.json
3/20/2015,ICC Cricket World Cup,Adelaide Oval,male,ODI,Australia,,6,JR Hazlewood,Pakistan,bat,Pakistan,213,10,49.5,Australia,216,4,33.5,214,50,656487.json
3/21/2015,ICC Cricket World Cup,Westpac Stadium,male,ODI,New Zealand,143,,MJ Guptill,New Zealand,bat,New Zealand,393,6,50,West Indies,250,10,30.3,394,50,656489.json
3/24/2015,ICC Cricket World Cup,Eden Park,male,ODI,New Zealand,,4,GD Elliott,South Africa,bat,South Africa,281,5,43,New Zealand,299,6,42.5,298,43,656491.json
3/26/2015,ICC Cricket World Cup,Sydney Cricket Ground,male,ODI,Australia,95,,SPD Smith,Australia,bat,Australia,328,7,50,India,233,10,46.5,329,50,656493.json
3/29/2015,ICC Cricket World Cup,Melbourne Cricket Ground,male,ODI,Australia,,7,JP Faulkner,New Zealand,bat,New Zealand,183,10,45,Australia,186,3,33.1,184,50,656495.json
4/17/2015,Pakistan in Bangladesh ODI Series,Shere Bangla National Stadium,male,ODI,Bangladesh,79,,Mushfiqur Rahim,Bangladesh,bat,Bangladesh,329,6,50,Pakistan,250,10,45.2,330,50,858485.json
4/19/2015,Pakistan in Bangladesh ODI Series,Shere Bangla National Stadium,male,ODI,Bangladesh,,7,Tamim Iqbal,Pakistan,bat,Pakistan,239,6,50,Bangladesh,240,3,38.1,240,50,858487.json
4/22/2015,Pakistan in Bangladesh ODI Series,Shere Bangla National Stadium,male,ODI,Bangladesh,,8,Soumya Sarkar,Pakistan,bat,Pakistan,250,10,49,Bangladesh,251,2,39.3,251,50,858489.json
5/8/2015,,The Village,male,ODI,,,,,England,field,Ireland,56,4,18,,,,,,,760889.json
5/26/2015,Zimbabwe in Pakistan ODI Series,Gaddafi Stadium,male,ODI,Pakistan,41,,Shoaib Malik,Pakistan,bat,Pakistan,375,3,50,Zimbabwe,334,5,50,376,50,868727.json
5/29/2015,Zimbabwe in Pakistan ODI Series,Gaddafi Stadium,male,ODI,Pakistan,,6,Azhar Ali,Pakistan,field,Zimbabwe,268,7,50,Pakistan,269,4,47.2,269,50,868729.json
5/31/2015,Zimbabwe in Pakistan ODI Series,Gaddafi Stadium,male,ODI,,,,,Pakistan,bat,Pakistan,296,9,50,Zimbabwe,68,0,9,281,46,868731.json
6/9/2015,New Zealand in England ODI Series,Edgbaston,male,ODI,England,210,,JC Buttler,New Zealand,field,England,408,9,50,New Zealand,198,10,31.1,409,50,743943.json
6/12/2015,New Zealand in England ODI Series,Kennington Oval,male,ODI,New Zealand,13,,LRPL Taylor,New Zealand,bat,New Zealand,398,5,50,England,365,9,46,379,46,743945.json
6/14/2015,New Zealand in England ODI Series,The Rose Bowl,male,ODI,New Zealand,,3,KS Williamson,England,bat,England,302,10,45.2,New Zealand,306,7,49,303,50,743947.json
6/17/2015,New Zealand in England ODI Series,Trent Bridge,male,ODI,England,,7,EJG Morgan,New Zealand,bat,New Zealand,349,7,50,England,350,3,44,350,50,743949.json
6/18/2015,India in Bangladesh ODI Series,Shere Bangla National Stadium,male,ODI,Bangladesh,79,,Mustafizur Rahman,Bangladesh,bat,Bangladesh,307,10,49.4,India,228,10,46,308,50,870731.json
6/20/2015,New Zealand in England ODI Series,Riverside Ground,male,ODI,England,,3,JM Bairstow,England,field,New Zealand,283,9,50,England,192,7,25,192,26,743951.json
6/21/2015,India in Bangladesh ODI Series,Shere Bangla National Stadium,male,ODI,Bangladesh,,6,Mustafizur Rahman,India,bat,India,200,10,45,Bangladesh,200,4,38,200,47,870733.json
6/24/2015,India in Bangladesh ODI Series,Shere Bangla National Stadium,male,ODI,India,77,,SK Raina,Bangladesh,field,India,317,6,50,Bangladesh,240,10,47,318,50,870735.json
7/6/2015,New Zealand Women in India ODI Series,M Chinnaswamy Stadium,female,ODI,India,,8,,New Zealand,bat,New Zealand,220,10,49.5,India,221,2,44.2,221,50,872481.json
7/8/2015,New Zealand Women in India ODI Series,M Chinnaswamy Stadium,female,ODI,India,,9,,New Zealand,bat,New Zealand,118,10,41,India,121,1,27.2,119,50,872483.json
7/10/2015,South Africa in Bangladesh ODI Series,Shere Bangla National Stadium,male,ODI,South Africa,,8,K Rabada,Bangladesh,bat,Bangladesh,160,10,36.3,South Africa,164,2,31.1,161,40,817207.json
7/10/2015,India in Zimbabwe ODI Series,Harare Sports Club,male,ODI,India,4,,AT Rayudu,Zimbabwe,field,India,255,6,50,Zimbabwe,251,7,50,256,50,885959.json
7/11/2015,Pakistan in Sri Lanka ODI Series,Rangiri Dambulla International Stadium,male,ODI,Pakistan,,6,Mohammad Hafeez,Pakistan,field,Sri Lanka,255,8,50,Pakistan,259,4,45.2,256,50,860269.json
7/12/2015,South Africa in Bangladesh ODI Series,Shere Bangla National Stadium,male,ODI,Bangladesh,,7,Soumya Sarkar,South Africa,bat,South Africa,162,10,46,Bangladesh,167,3,27.4,163,50,817209.json
7/12/2015,India in Zimbabwe ODI Series,Harare Sports Club,male,ODI,India,62,,M Vijay,Zimbabwe,field,India,271,8,50,Zimbabwe,209,10,49,272,50,885965.json
7/14/2015,India in Zimbabwe ODI Series,Harare Sports Club,male,ODI,India,83,,KM Jadhav,Zimbabwe,field,India,276,5,50,Zimbabwe,193,10,42.4,277,50,885967.json
7/15/2015,South Africa in Bangladesh ODI Series,Zahur Ahmed Chowdhury Stadium,male,ODI,Bangladesh,,9,Soumya Sarkar,South Africa,bat,South Africa,168,9,40,Bangladesh,170,1,26.1,170,40,817211.json
7/15/2015,Pakistan in Sri Lanka ODI Series,Pallekele International Cricket Stadium,male,ODI,Sri Lanka,,2,MDKJ Perera,Pakistan,bat,Pakistan,287,8,50,Sri Lanka,288,8,48.1,288,50,860271.json
7/19/2015,Pakistan in Sri Lanka ODI Series,R Premadasa Stadium,male,ODI,Pakistan,135,,Sarfraz Ahmed,Pakistan,bat,Pakistan,316,4,50,Sri Lanka,181,10,41.1,317,50,860273.json
7/21/2015,ICC Women's Championship,County Ground,female,ODI,England,,4,NR Sciver,Australia,bat,Australia,238,9,50,England,240,6,45.4,239,50,798369.json
7/22/2015,Pakistan in Sri Lanka ODI Series,R Premadasa Stadium,male,ODI,Pakistan,,7,Ahmed Shehzad,Sri Lanka,bat,Sri Lanka,256,9,50,Pakistan,257,3,40.5,257,50,860275.json
7/23/2015,ICC Women's Championship,County Ground,female,ODI,Australia,63,,MM Lanning,England,field,Australia,259,6,50,England,196,10,43,260,50,798371.json
7/26/2015,ICC Women's Championship,County Ground,female,ODI,Australia,89,,EA Perry,England,field,Australia,241,7,50,England,152,10,43.1,242,50,798373.json
7/26/2015,Pakistan in Sri Lanka ODI Series,Mahinda Rajapaksa International Cricket Stadium,male,ODI,Sri Lanka,165,,MDKJ Perera,Sri Lanka,bat,Sri Lanka,368,4,50,Pakistan,203,10,37.2,369,50,860277.json
8/2/2015,New Zealand in Zimbabwe ODI Series,Harare Sports Club,male,ODI,Zimbabwe,,7,CR Ervine,Zimbabwe,field,New Zealand,303,4,50,Zimbabwe,304,3,49,304,50,894287.json
8/4/2015,New Zealand in Zimbabwe ODI Series,Harare Sports Club,male,ODI,New Zealand,,10,MJ Guptill,Zimbabwe,bat,Zimbabwe,235,9,50,New Zealand,236,0,42.2,236,50,894289.json
8/7/2015,New Zealand in Zimbabwe ODI Series,Harare Sports Club,male,ODI,New Zealand,38,,KS Williamson,Zimbabwe,field,New Zealand,273,6,50,Zimbabwe,235,10,47.4,274,50,894291.json
8/19/2015,New Zealand in South Africa ODI Series,SuperSport Park,male,ODI,South Africa,20,,HM Amla,New Zealand,field,South Africa,304,7,50,New Zealand,284,10,48.1,305,50,848843.json
8/23/2015,New Zealand in South Africa ODI Series,Senwes Park,male,ODI,New Zealand,,8,MJ Guptill,South Africa,bat,South Africa,204,10,49.3,New Zealand,207,2,44.3,205,50,848845.json
8/26/2015,New Zealand in South Africa ODI Series,Kingsmead,male,ODI,South Africa,62,,AB de Villiers,South Africa,bat,South Africa,283,7,50,New Zealand,221,10,49.2,284,50,848847.json
8/27/2015,,Civil Service Cricket Club,male,ODI,Australia,23,,DA Warner,Australia,bat,Australia,222,6,40.2,Ireland,157,10,23.4,181,24,743973.json
9/3/2015,Australia in England ODI Series,The Rose Bowl,male,ODI,Australia,59,,MS Wade,Australia,bat,Australia,305,6,50,England,246,10,45.3,306,50,743977.json
9/5/2015,Australia in England ODI Series,Lord's,male,ODI,Australia,64,,MR Marsh,England,field,Australia,309,8,49,England,245,10,42.3,310,49,743979.json
9/8/2015,Australia in England ODI Series,Old Trafford,male,ODI,England,93,,JWA Taylor,England,bat,England,300,8,50,Australia,207,10,44,301,50,743981.json
9/11/2015,Australia in England ODI Series,Headingley,male,ODI,England,,3,EJG Morgan,Australia,bat,Australia,299,7,50,England,304,7,48.2,300,50,743983.json
9/13/2015,Australia in England ODI Series,Old Trafford,male,ODI,Australia,,8,MR Marsh,England,bat,England,138,10,33,Australia,140,2,24.2,139,50,743985.json
10/1/2015,Pakistan in Zimbabwe ODI Series,Harare Sports Club,male,ODI,Pakistan,131,,Yasir Shah,Zimbabwe,field,Pakistan,259,6,50,Zimbabwe,128,10,37,260,50,919607.json
10/3/2015,Pakistan in Zimbabwe ODI Series,Harare Sports Club,male,ODI,Zimbabwe,5,,E Chigumbura,Pakistan,field,Zimbabwe,276,6,50,Pakistan,256,8,48,262,48,919609.json
10/5/2015,Pakistan in Zimbabwe ODI Series,Harare Sports Club,male,ODI,Pakistan,,7,Bilal Asif,Pakistan,field,Zimbabwe,161,10,38.5,Pakistan,162,3,34,162,50,919611.json
10/6/2015,Bangladesh Women in Pakistan ODI Series,Southend Club Cricket Stadium,female,ODI,Pakistan,,6,Anam Amin,Bangladesh,bat,Bangladesh,123,9,50,Pakistan,124,4,38.3,124,50,923327.json
10/9/2015,Ireland in Zimbabwe ODI Series,Harare Sports Club,male,ODI,Zimbabwe,,2,Sikandar Raza,Zimbabwe,field,Ireland,219,8,50,Zimbabwe,222,8,49,220,50,919613.json
10/11/2015,South Africa in India ODI Series,Green Park,male,ODI,South Africa,5,,AB de Villiers,South Africa,bat,South Africa,303,5,50,India,298,7,50,304,50,903593.json
10/11/2015,Ireland in Zimbabwe ODI Series,Harare Sports Club,male,ODI,Zimbabwe,,5,CR Ervine,Zimbabwe,field,Ireland,268,7,50,Zimbabwe,270,5,48.3,269,50,919615.json
10/13/2015,Ireland in Zimbabwe ODI Series,Harare Sports Club,male,ODI,Ireland,,2,TJ Murtagh,Ireland,field,Zimbabwe,187,10,49.2,Ireland,189,8,46.5,188,50,919617.json
10/14/2015,South Africa in India ODI Series,Holkar Cricket Stadium,male,ODI,India,22,,MS Dhoni,India,bat,India,247,9,50,South Africa,225,10,43.4,248,50,903595.json
10/18/2015,South Africa in India ODI Series,Saurashtra Cricket Association Stadium,male,ODI,South Africa,18,,M Morkel,South Africa,bat,South Africa,270,7,50,India,252,6,50,271,50,903597.json
10/22/2015,South Africa in India ODI Series,MA Chidambaram Stadium,male,ODI,India,35,,V Kohli,India,bat,India,299,8,50,South Africa,264,9,50,300,50,903599.json
10/25/2015,South Africa in India ODI Series,Wankhede Stadium,male,ODI,South Africa,214,,Q de Kock,South Africa,bat,South Africa,438,5,50,India,224,10,36,439,50,903601.json
11/1/2015,West Indies in Sri Lanka ODI Series,R Premadasa Stadium,male,ODI,Sri Lanka,,1,TM Dilshan,Sri Lanka,field,West Indies,159,8,26,Sri Lanka,164,9,24.5,163,26,915777.json
11/3/2015,ICC Women's Championship,Bert Sutcliffe Oval,female,ODI,New Zealand,96,,,Sri Lanka,field,New Zealand,283,9,50,Sri Lanka,187,9,50,284,50,916645.json
11/4/2015,West Indies in Sri Lanka ODI Series,R Premadasa Stadium,male,ODI,Sri Lanka,,8,MDKJ Perera,West Indies,bat,West Indies,214,10,37.4,Sri Lanka,225,2,36.3,225,38,915779.json
11/5/2015,ICC Women's Championship,Bert Sutcliffe Oval,female,ODI,New Zealand,,10,,New Zealand,field,Sri Lanka,126,10,46.5,New Zealand,130,0,14.3,127,50,916647.json
11/7/2015,West Indies in Sri Lanka ODI Series,Pallekele International Cricket Stadium,male,ODI,Sri Lanka,19,,MN Samuels,Sri Lanka,field,West Indies,206,9,36,Sri Lanka,180,5,32.3,162,32.3,915781.json
11/7/2015,Zimbabwe in Bangladesh ODI Series,Shere Bangla National Stadium,male,ODI,Bangladesh,145,,Mushfiqur Rahim,Zimbabwe,field,Bangladesh,273,9,50,Zimbabwe,128,9,36.1,274,50,931390.json
11/9/2015,Zimbabwe in Bangladesh ODI Series,Shere Bangla National Stadium,male,ODI,Bangladesh,58,,Imrul Kayes,Zimbabwe,field,Bangladesh,241,9,50,Zimbabwe,183,10,43.2,242,50,931392.json
11/11/2015,Pakistan v England ODI Series,Sheikh Zayed Stadium,male,ODI,Pakistan,,6,Mohammad Hafeez,England,bat,England,216,10,49.4,Pakistan,217,4,43.4,217,50,902641.json
11/11/2015,Zimbabwe in Bangladesh ODI Series,Shere Bangla National Stadium,male,ODI,Bangladesh,61,,Tamim Iqbal,Bangladesh,bat,Bangladesh,276,9,50,Zimbabwe,215,10,43.3,277,50,931394.json
11/13/2015,Pakistan v England ODI Series,Sheikh Zayed Stadium,male,ODI,England,95,,AD Hales,England,bat,England,283,5,50,Pakistan,188,10,45.5,284,50,902643.json
11/16/2015,ICC World Cricket League Championship,ICC Academy,male,ODI,Hong Kong,89,,MS Chapman,Hong Kong,bat,Hong Kong,298,5,50,United Arab Emirates,209,10,42.3,299,50,911049.json
11/17/2015,Pakistan v England ODI Series,Sharjah Cricket Stadium,male,ODI,England,,6,JWA Taylor,Pakistan,bat,Pakistan,208,10,49.5,England,210,4,41,209,50,902645.json
11/20/2015,Pakistan v England ODI Series,Dubai International Cricket Stadium,male,ODI,England,84,,JC Buttler,England,bat,England,355,5,50,Pakistan,271,10,40.4,356,50,902647.json
12/26/2015,Sri Lanka in New Zealand ODI Series,Hagley Oval,male,ODI,New Zealand,,7,MJ Henry,Sri Lanka,bat,Sri Lanka,188,10,47,New Zealand,191,3,21,189,50,914207.json
12/28/2015,Sri Lanka in New Zealand ODI Series,Hagley Oval,male,ODI,New Zealand,,10,MJ Guptill,Sri Lanka,bat,Sri Lanka,117,10,27.4,New Zealand,118,0,8.2,118,50,914209.json
12/31/2015,Sri Lanka in New Zealand ODI Series,Saxton Oval,male,ODI,Sri Lanka,,8,MD Gunathilaka,New Zealand,bat,New Zealand,276,8,50,Sri Lanka,277,2,46.2,277,50,914211.json
1/2/2016,Sri Lanka in New Zealand ODI Series,Saxton Oval,male,ODI,,,,,Sri Lanka,field,New Zealand,75,3,9,,,,,,,914213.json
1/5/2016,Sri Lanka in New Zealand ODI Series,Bay Oval,male,ODI,New Zealand,36,,MJ Henry,Sri Lanka,field,New Zealand,294,5,50,Sri Lanka,258,10,47.1,295,50,914215.json
1/12/2016,India in Australia ODI Series,Western Australia Cricket Association Ground,male,ODI,Australia,,5,SPD Smith,India,bat,India,309,3,50,Australia,310,5,49.2,310,50,895807.json
1/15/2016,India in Australia ODI Series,Brisbane Cricket Ground,male,ODI,Australia,,7,RG Sharma,India,bat,India,308,8,50,Australia,309,3,49,309,50,895809.json
1/17/2016,India in Australia ODI Series,Melbourne Cricket Ground,male,ODI,Australia,,3,GJ Maxwell,Australia,field,India,295,6,50,Australia,296,7,48.5,296,50,895811.json
1/20/2016,India in Australia ODI Series,Manuka Oval,male,ODI,Australia,25,,KW Richardson,Australia,bat,Australia,348,8,50,India,323,10,49.2,349,50,895813.json
1/23/2016,India in Australia ODI Series,Sydney Cricket Ground,male,ODI,India,,6,MK Pandey,India,field,Australia,330,7,50,India,331,4,49.4,331,50,895815.json
1/25/2016,Pakistan in New Zealand ODI Series,Basin Reserve,male,ODI,New Zealand,70,,HM Nicholls,Pakistan,field,New Zealand,280,9,50,Pakistan,210,10,46,281,50,914227.json
1/31/2016,Pakistan in New Zealand ODI Series,Eden Park,male,ODI,New Zealand,,3,MJ Guptill,Pakistan,bat,Pakistan,290,10,47.3,New Zealand,265,7,42.4,263,43,914265.json
2/3/2016,England in South Africa ODI Series,Mangaung Oval,male,ODI,England,39,,Q de Kock,England,bat,England,399,9,50,South Africa,250,5,33.3,290,33.3,800469.json
